,input_text,label,label_idx
143,"HÀNG HÓA VÀ MỨC THUẾ TUYỆT ĐỐI , THUẾ HỖN HỢP , THUẾ NHẬP KHẨU NGOÀI HẠN",B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT,"[6, 14, 14, 14, 14, 14, 14, 16, 6, 14, 14, 16, 6, 14, 14, 14, 14]"
144,Căn cứ Luật Tổ chức Chính phủ ngày 18 tháng 02 năm 2025,O O B-TIT I-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[16, 16, 6, 14, 14, 14, 14, 1, 9, 9, 9, 9, 9]"
145,"Căn cứ Luật Thuế xuất khẩu , thuế nhập khẩu ngày 06 tháng 4 năm 2016",O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 1, 9, 9, 9, 9, 9]"
146,"Căn cứ Luật Quản lý thuế ngày 13 tháng 6 năm 2019 ; Luật sửa đổi , bổ sung một số điều của Luật",O O B-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT,"[16, 16, 6, 14, 14, 14, 1, 9, 9, 9, 9, 9, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 16, 6]"
147,"Chứng khoán , Luật Kế toán , Luật Kiểm toán độc lập , Luật Ngân sách nhà nước , Luật Quản lý , sử dụng tài sản công , Luật Quản lý thuế , Luật Thuế thu nhập cá nhân , Luật Dự trữ quốc gia , Luật Xử lý vi phạm hành chính ngày 29 tháng 11 năm 2024",B-TIT I-TIT O B-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT B-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[6, 14, 16, 6, 14, 14, 16, 6, 14, 14, 14, 14, 16, 6, 14, 14, 14, 14, 16, 6, 14, 14, 14, 14, 14, 6, 14, 14, 16, 6, 14, 14, 14, 16, 6, 14, 14, 14, 14, 14, 16, 6, 14, 14, 14, 14, 16, 6, 14, 14, 14, 6, 14, 14, 1, 9, 9, 9, 9, 9]"
148,Căn cứ Luật Hải quan ngày 23 tháng 6 năm 2014,O O B-TIT I-TIT I-TIT B-DOCID I-DOCID I-DOCID I-DOCID I-DOCID I-DOCID,"[16, 16, 6, 14, 14, 3, 11, 11, 11, 11, 11]"
149,Căn cứ Nghị quyết số 71/2006/QH11 ngày 29 tháng 11 năm 2006 của Quốc hội phê chuẩn Nghị định,O O B-TIT I-TIT O B-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-DEP I-DEP O O O O,"[16, 16, 6, 14, 16, 3, 1, 9, 9, 9, 9, 9, 16, 2, 10, 16, 16, 16, 16]"
150,Theo đề nghị của Bộ trưởng Bộ Tài chính,O O O O B-PER I-PER B-DEP I-DEP I-DEP,"[16, 16, 16, 16, 5, 13, 2, 10, 10]"
151,"Chính phủ ban hành Nghị định sửa đổi , bổ sung Nghị định số 26/2023/NĐ-CP ngày 31 tháng 5 năm 2023 của Chính phủ về Biểu thuế xuất khẩu , Biểu thuế nhập khẩuưu đãi , Danh mục hàng hóa và mức",B-DEP I-DEP O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O O O B-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT B-DAT O B-DEP I-DEP O O O O O O O O O O O O O O O O O O,"[2, 10, 16, 16, 6, 14, 14, 14, 14, 14, 14, 16, 16, 16, 3, 1, 9, 9, 9, 9, 1, 16, 2, 10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]"
152,"26/2023/NĐ-CP ) Số : 83/NQ -CP Hà Nội , ngày 08 tháng 6 năm 2024",B-DOCID O O O B-DOCID I-DOCID B-LOC I-LOC O B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[3, 16, 16, 16, 3, 11, 4, 12, 16, 1, 9, 9, 9, 9, 9]"
153,NGHỊ QUYẾT VỀ DỰ ÁN NGH Ị QUY ẾT CỦA QU ỐC HỘI VỀ GIẢM THU Ế GIÁ TR Ị GIA TĂNG,B-TIT I-TIT B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[6, 14, 6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]"
154,Xét đề nghị của Bộ trưởng Bộ Tài chính tại Tờ trình số 127/TTr -BTC ngày 06 tháng 6,O O O O B-PER I-PER B-DEP I-DEP I-DEP O O O O B-DOCID I-DOCID B-DAT I-DAT I-DAT I-DAT,"[16, 16, 16, 16, 5, 13, 2, 10, 10, 16, 16, 16, 16, 3, 11, 1, 9, 9, 9]"
155,"năm 2024 Số : 034/2025/QĐ-UBND Cà Mau , ngày 01 tháng 10 năm 2025",B-DAT I-DAT O O B-DOCID B-LOC I-LOC O B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[1, 9, 16, 16, 3, 4, 12, 16, 1, 9, 9, 9, 9, 9]"
156,Căn cứ Luật Tổ chức chính quyền địa phương số 72/2025/QH15,O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-DOCID,"[16, 16, 6, 14, 14, 14, 14, 14, 14, 16, 3]"
157,Căn cứ Luật Ban hành văn bản quy phạm pháp luật số 64/2025/QH15,O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-DOCID,"[16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 16, 3]"
158,87/2025/QH15 Căn cứ Luật Xây dựng số 50/2014/QH13,B-DOCID O O B-TIT I-TIT I-TIT O B-DOCID,"[3, 16, 16, 6, 14, 14, 16, 3]"
159,"Căn cứ Luật sửa đổi , bổ sung một số điều của Luật Xây dựng số 62/2020/QH14",O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT O B-DOCID,"[16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 16, 6, 14, 14, 16, 3]"
160,Căn cứ Luật Giá số 16/2023/QH15,O O B-TIT I-TIT O B-DOCID,"[16, 16, 6, 14, 16, 3]"
161,Căn cứ Luật Đất đai số 31/2024/QH15,O O B-TIT I-TIT I-TIT O B-DOCID,"[16, 16, 6, 14, 14, 16, 3]"
162,"Căn cứ Luật sửa đổi , bổ sung một số điều của Luật Đất đai số 31/2024/QH15 , Luật Nhàở số",O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT O B-DOCID O B-TIT I-TIT O,"[16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 16, 6, 14, 14, 16, 3, 16, 6, 14, 16]"
163,"27/2023/QH15 , Luật Kinh doanh bất động sản số 29/2023/QH15 và Luật Các tổ chức tín dụng số",B-DOCID O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-DOCID O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O,"[3, 16, 6, 14, 14, 14, 14, 14, 16, 3, 16, 6, 14, 14, 14, 14, 14, 16]"
164,32/2024/QH15 số 43/2024/QH15 Căn cứ Nghị định số 10/2021/NĐ-CP ngày 09 tháng 02 năm 2021 của Chính phủ về quản lý chi phí,B-DOCID O B-DOCID O O O O O B-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-DEP I-DEP O O O O O,"[3, 16, 3, 16, 16, 16, 16, 16, 3, 1, 9, 9, 9, 9, 9, 16, 2, 10, 16, 16, 16, 16, 16]"
165,Căn cứ Nghị định số 85/2024/NĐ-CP ngày 10 tháng 7 năm 2024 của Chính phủ quy định chi tiết một,O O O O O B-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-DEP I-DEP O O O O O,"[16, 16, 16, 16, 16, 3, 1, 9, 9, 9, 9, 9, 16, 2, 10, 16, 16, 16, 16, 16]"
166,Căn cứ Nghị định số 88/2024/NĐ-CP ngày 15 tháng 7 năm 2024 của Chính phủ quy định về bồi,O O O O O B-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-DEP I-DEP O O O O,"[16, 16, 16, 16, 16, 3, 1, 9, 9, 9, 9, 9, 16, 2, 10, 16, 16, 16, 16]"
167,Căn cứ Nghị định số 151/2025/NĐ-CP ngày 12 tháng 6 năm 2025 của Chính phủ quy định về phân,O O O O O B-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-DEP I-DEP O O O O,"[16, 16, 16, 16, 16, 3, 1, 9, 9, 9, 9, 9, 16, 2, 10, 16, 16, 16, 16]"
168,"Căn cứ Nghị định số 226/2025/NĐ-CP ngày 15 tháng 8 năm 2025 của Chính phủ sửa đổi , bổ sung một",O O O O O B-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-DEP I-DEP O O O O O O,"[16, 16, 16, 16, 16, 3, 1, 9, 9, 9, 9, 9, 16, 2, 10, 16, 16, 16, 16, 16, 16]"
169,Theo đề nghị của Sở Nông nghiệp và Môi trường tại Tờ trình số 233/TTr-SNNMT ngày 15 tháng 9 năm,O O O O B-DOCID I-DOCID I-DOCID I-DOCID I-DOCID I-DOCID O O O O B-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT,"[16, 16, 16, 16, 3, 11, 11, 11, 11, 11, 16, 16, 16, 16, 3, 1, 9, 9, 9, 9]"
170,"2025 , Báo cáo số 523/BC-SNNMT ngày 30 tháng 9 năm 2025 ;ý kiến Thành viên Ủy ban nhân dân tỉnh được Văn phòng Ủy ban nhân dân tỉnh tổng hợp tại Công văn số 01644/VP-NNXD ngày 30 tháng 9",B-DAT O O O O B-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O O B-PER I-PER B-DEP I-DEP I-DEP I-DEP O O O O B-DEP I-DEP I-DEP I-DEP I-DEP O O O O O O B-DOCID B-DAT I-DAT I-DAT I-DAT,"[1, 16, 16, 16, 16, 3, 1, 9, 9, 9, 9, 9, 16, 16, 5, 13, 2, 10, 10, 10, 16, 16, 16, 16, 2, 10, 10, 10, 10, 16, 16, 16, 16, 16, 16, 3, 1, 9, 9, 9]"
171,"năm 2025 Ủy ban nhân dân ban hành Quyết định ban hành quy định về bồi thường , hỗ trợ , tái định cư khi Nhà nước thu hồi đất trên địa bàn tỉnh Cà Mau",B-DAT I-DAT B-DEP I-DEP I-DEP I-DEP O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-LOC I-LOC,"[1, 9, 2, 10, 10, 10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 4, 12]"
172,BỘ KHOA HỌC VÀ CÔNG NGHỆ,B-DEP I-DEP I-DEP I-DEP B-DEP I-DEP,"[2, 10, 10, 10, 2, 10]"
173,"Số : 3004/QĐ-BKHCN Hà Nội , ngày 02 tháng 10 năm 2025",O O B-DOCID B-LOC I-LOC O B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[16, 16, 3, 4, 12, 16, 1, 9, 9, 9, 9, 9]"
174,QUYẾT ĐỊNH PHÁT TRIỂN TRUNG TÂM TÀI CHÍNH QUỐC TẾ TẠI VIỆT NAM,B-TIT I-TIT O O B-DEP I-DEP I-DEP I-DEP I-DEP I-DEP O B-LOC I-LOC,"[6, 14, 16, 16, 2, 10, 10, 10, 10, 10, 16, 4, 12]"
175,BỘ TRƯỞNG BỘ KHOA HỌC VÀ CÔNG NGHỆ,B-PER I-PER B-DEP I-DEP I-DEP I-DEP I-DEP I-DEP,"[5, 13, 2, 10, 10, 10, 10, 10]"
176,Căn cứ Nghị định số 55/2025/NĐ-CP ngày 02 tháng 3 năm 2025 của Chính phủ quy định chức năng,O O O O O B-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-DEP I-DEP O O O O,"[16, 16, 16, 16, 16, 3, 1, 9, 9, 9, 9, 9, 16, 2, 10, 16, 16, 16, 16]"
177,Căn cứ Nghị quyết số 259/NQ-CP ngày 31 tháng 12 năm 2024 của Chính phủ về Kế hoạch hành động triển khai thực hiện Thông báo số 47-TB/TW ngày 15 tháng 11 năm 2024 của Bộ Chính trị về việc xây,O O O O O B-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-DEP I-DEP O O O O O O O O O O O O B-DAT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-DEP I-DEP I-DEP O O O,"[16, 16, 16, 16, 16, 3, 1, 9, 9, 9, 9, 9, 16, 2, 10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 1, 1, 9, 9, 9, 9, 9, 16, 2, 10, 10, 16, 16, 16]"
178,Căn cứ Quyết định số 1132/QĐ-TTg ngày 09 tháng 10 năm 2024 của Thủ tướng Chính phủ phê duyệt,O O O O O B-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-PER I-PER B-DEP I-DEP O O,"[16, 16, 16, 16, 16, 3, 1, 9, 9, 9, 9, 9, 16, 5, 13, 2, 10, 16, 16]"
179,Căn cứ Quyết định số 36/QĐ-TTg ngày 11 tháng 01 năm 2024 của Thủ tướng Chính phủ phê duyệt,O O O O O B-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-PER I-PER B-DEP I-DEP O O,"[16, 16, 16, 16, 16, 3, 1, 9, 9, 9, 9, 9, 16, 5, 13, 2, 10, 16, 16]"
180,Căn cứ Quyết định số 114/QĐ-BCĐTTTC ngày 01 tháng 8 năm 2025 của Trưởng ban chỉ đạo Trung tâm tài chính quốc tế tại Việt Nam ban hành Kế hoạch hành động triển khai xây dựng Trung tâm tài chính quốc tế tại Việt Nam,O O O O O B-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-PER I-PER I-PER I-PER B-DEP B-DEP I-DEP I-DEP I-DEP I-DEP O B-DEP I-DEP O O O O O O O O O O B-DEP I-DEP I-DEP B-DEP I-DEP I-DEP O B-DEP I-DEP,"[16, 16, 16, 16, 16, 3, 1, 9, 9, 9, 9, 9, 16, 5, 13, 13, 13, 2, 2, 10, 10, 10, 10, 16, 2, 10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 2, 10, 10, 2, 10, 10, 16, 2, 10]"
181,Căn cứ Quyết định số 912/QĐ-BKHCN ngày 18 tháng 5 năm 2025 của Bộ trưởng Bộ Khoa học và,O O O O O B-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-PER I-PER O O O O,"[16, 16, 16, 16, 16, 3, 1, 9, 9, 9, 9, 9, 16, 5, 13, 16, 16, 16, 16]"
182,Công nghệ ban hành Kế hoạch phát triển hạ tầng số thời kỳ 2025-2030,B-DEP I-DEP O O O O O O O O O O O O,"[2, 10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]"
183,Theo đề nghị của Cục trưởng Cục Viễn thông,O O O O B-PER I-PER B-DEP I-DEP I-DEP,"[16, 16, 16, 16, 5, 13, 2, 10, 10]"
184,"BỘ NỘI VỤ Căn cứ Nghị định số 25/2025/NĐ-CP ngày 21/02/2025 của Chính phủ quy định chức năng , nhiệm vụ",B-DEP I-DEP I-DEP O O O O O B-DOCID B-DAT I-DAT O B-DEP I-DEP O O O O O O O,"[2, 10, 10, 16, 16, 16, 16, 16, 3, 1, 9, 16, 2, 10, 16, 16, 16, 16, 16, 16, 16]"
185,Căn cứ Nghị định số 63/2010/NĐ-CP ngày 08/6/2010 của Chính phủ về kiểm soát thủ tục hành chính,O O B-TYP I-TYP O B-DOCID B-DAT I-DAT O B-DEP I-DEP O O O O O O O,"[16, 16, 7, 15, 16, 3, 1, 9, 16, 2, 10, 16, 16, 16, 16, 16, 16, 16]"
186,"Nghị định số 48/2013/NĐ-CP ngày 14/5/2013 của Chính phủ sửa đổi , bổ sung một số điều của các",O O O B-DOCID B-DAT I-DAT O B-DEP I-DEP O O O O O O O O O O,"[16, 16, 16, 3, 1, 9, 16, 2, 10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]"
187,"Căn cứ Thông tư số 02/2017/TT-VPCP ngày 31 tháng 10 năm 2017 của Bộ trưởng , Chủ nhiệm Văn phòng Chính phủ hướng dẫn về nghiệp vụ kiểm soát thủ tục hành chính",O O O O O B-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-PER I-PER O B-PER I-PER B-DEP B-DEP I-DEP I-DEP O O O O O O O O O O O,"[16, 16, 16, 16, 16, 3, 1, 9, 9, 9, 9, 9, 16, 5, 13, 16, 5, 13, 2, 2, 10, 10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]"
188,Theo đề nghị của Cục trưởng Cục Người có công và Chánh Văn phòng Bộ Nội vụ,O O O O B-PER I-PER B-DEP I-DEP I-DEP I-DEP O B-PER I-PER I-PER B-DEP I-DEP I-DEP,"[16, 16, 16, 16, 5, 13, 2, 10, 10, 10, 16, 5, 13, 13, 2, 10, 10]"
189,BỘ KHOA HỌC VÀ CÔNG NGHỆ,B-DEP I-DEP I-DEP I-DEP B-DEP I-DEP,"[2, 10, 10, 10, 2, 10]"
190,"Số : 2985/QĐ-BKHCN Hà Nội , ngày 01 tháng 10 năm 2025",O O B-DOCID B-LOC I-LOC O B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[16, 16, 3, 4, 12, 16, 1, 9, 9, 9, 9, 9]"
191,Căn cứ Nghị định số 55/2025/NĐ-CP ngày 02 tháng 3 năm 2025 của Chính phủ quy định chức năng,O O O O O B-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-DEP I-DEP O O O O,"[16, 16, 16, 16, 16, 3, 1, 9, 9, 9, 9, 9, 16, 2, 10, 16, 16, 16, 16]"
192,Căn cứ Cam kết tự nguyện của Việt Nam ngày 12 tháng 6 năm 2025 về “Thúc đẩy nghiên cứu khoa học,O O O O O O O B-LOC I-LOC B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O O O O O O O,"[16, 16, 16, 16, 16, 16, 16, 4, 12, 1, 9, 9, 9, 9, 9, 16, 16, 16, 16, 16, 16, 16]"
193,"BỘ TÀI CHÍNH Số : 52/2024/TT -BTC Hà Nội , ngày 23 tháng 7 năm 2024",B-DEP I-DEP I-DEP O O B-DOCID I-DOCID B-LOC I-LOC O B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[2, 10, 10, 16, 16, 3, 11, 4, 12, 16, 1, 9, 9, 9, 9, 9]"
194,THÔNG TƯ BÃI BỎ MỘT SỐ THÔNG TƯ CỦA BỘ TRƯỞNG BỘ TÀI CHÍNH TRONG LĨNH VỰC,B-TIT I-TIT B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[6, 14, 6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]"
195,"THUẾ Căn cứ Luật Ban hành văn bản quy phạm pháp luật ngày 22 tháng 6 năm 2015 ; Luật sửa đổi , bổ sung một số điều của Luật Ban hành văn bản quy phạm pháp luật ngày 18 tháng 6 năm 2020",B-TIT O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-TIT I-TIT I-TIT I-TIT I-TIT B-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[6, 16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 1, 9, 9, 9, 9, 9, 16, 6, 14, 14, 14, 14, 6, 14, 14, 14, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 1, 9, 9, 9, 9, 9]"
196,"Căn cứ Luật thuế giá trị gia tăng ngày 03 tháng 6 năm 2008 , Luật sửa đổi , bổ sung một số điều của Luật thuế giá trị gia tăng ngày 19 tháng 6 năm 2013 và các văn bản hướng dẫn thi hành",O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O O O O O O O O,"[16, 16, 6, 14, 14, 14, 14, 14, 1, 9, 9, 9, 9, 9, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 16, 6, 14, 14, 14, 14, 14, 1, 9, 9, 9, 9, 9, 16, 16, 16, 16, 16, 16, 16, 16]"
197,"Căn cứ Luật thuế thu nhập doanh nghiệp ngày 03 tháng 6 năm 2008 , Luật sửa đổi , bổ sung một số điều của Luật thuế thu nhập doanh nghiệp ngày 19 tháng 6 năm 2013 và các văn bản hướng dẫn thi hành , Luật sửa đổi , bổ sung một số điều của các Luật về thuế ngày 26 tháng 11 năm 2014 và các văn bản hướng dẫn thi hành",O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-TIT I-TIT O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O O O O O O O O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O O O O O B-DAT I-DAT I-DAT I-DAT I-DAT B-DAT O O O O O O O O,"[16, 16, 6, 14, 14, 14, 14, 14, 1, 9, 9, 9, 9, 9, 16, 6, 14, 14, 14, 14, 14, 14, 6, 14, 16, 6, 14, 14, 14, 14, 14, 1, 9, 9, 9, 9, 9, 16, 16, 16, 16, 16, 16, 16, 16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 16, 16, 16, 16, 16, 1, 9, 9, 9, 9, 1, 16, 16, 16, 16, 16, 16, 16, 16]"
198,Căn cứ Nghị định số 34/2016/NĐ -CP ngày 14 tháng 5 năm 2016 của Chính phủ quy định chi tiết một số điều và biện pháp thi hành Luật Ban hành văn bản quy phạm pháp luật,O O O O O B-DOCID I-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-DEP I-DEP O O O O O O O O O O O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[16, 16, 16, 16, 16, 3, 11, 1, 9, 9, 9, 9, 9, 16, 2, 10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14]"
199,"Căn cứ Nghị định số 154/2020/NĐ -CP ngày 31 tháng 12 năm 2020 của Chính phủ sửa đổi , bổ sung một số điều của Nghị định số 34/2016/NĐ -CP ngày 14 tháng 5 năm 2016 của Chính phủ",O O B-TIT I-TIT O B-DOCID I-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-DEP I-DEP O O O O O O O O O B-TIT I-TIT O B-DOCID I-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-DEP I-DEP,"[16, 16, 6, 14, 16, 3, 11, 1, 9, 9, 9, 9, 9, 16, 2, 10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 6, 14, 16, 3, 11, 1, 9, 9, 9, 9, 9, 16, 2, 10]"
200,"Căn cứ Nghị định số 14/2023/NĐ -CP ngày 20 tháng 4 năm 2023 của Chính phủ quy định chức năng , nhiệm vụ , quyền hạn và cơ cấu tổ chức của Bộ Tài chính",O O O O O B-DOCID I-DOCID B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT O B-DEP I-DEP O O O O O O O O O O O O O O O O B-DEP I-DEP I-DEP,"[16, 16, 16, 16, 16, 3, 11, 1, 9, 9, 9, 9, 9, 16, 2, 10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 2, 10, 10]"
201,"Theo đề nghị của Cục trưởng Cục Quản lý , giám sát chính sách thuế , phí và lệ phí",O O O O B-PER I-PER B-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP I-DEP,"[16, 16, 16, 16, 5, 13, 2, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
202,Bộ trưởng Bộ Tài chính ban hành Thông tư bãi bỏ một số Thông tư của Bộ trưởng Bộ Tài chính,B-PER I-PER B-TIT I-TIT I-TIT O O B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT I-TIT,"[5, 13, 6, 14, 14, 16, 16, 6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]"
203,trong lĩnh vực thuế BỘ TÀI CHÍNH,B-TIT I-TIT I-TIT I-TIT B-DEP I-DEP I-DEP,"[6, 14, 14, 14, 2, 10, 10]"
204,"Số : 92/2025/TT-BTC Hà Nội , ngày 03 tháng 10 năm 2025",O O B-DOCID B-LOC I-LOC O B-DAT I-DAT I-DAT I-DAT I-DAT I-DAT,"[16, 16, 3, 4, 12, 16, 1, 9, 9, 9, 9, 9]"
205,THÔNG TƯ BÃI BỎ THÔNG TƯ LIÊN TỊCH SỐ 15/2010/TTLT-BTC-BGDĐT NGÀY 29/01/2010 CỦA BỘ,B-TIT I-TIT B-TIT I-TIT I-TIT I-TIT I-TIT I-TIT O B-DOCID B-DAT I-DAT O B-DEP,"[6, 14, 6, 14, 14, 14, 14, 14, 16, 3, 1, 9, 16, 2]"
206,TÀI CHÍNH VÀ BỘ GIÁO DỤC VÀ ĐÀO TẠO HƯỚNG DẪN QUẢN LÝ VÀ SỬ DỤNG KINH,B-DEP I-DEP O B-DEP I-DEP I-DEP I-DEP I-DEP I-DEP O O O O O O O O,"[2, 10, 16, 2, 10, 10, 10, 10, 10, 16, 16, 16, 16, 16, 16, 16, 16]"
207,ĐOẠN 2010 - 2015 VÀ THÔNG TƯ LIÊN TỊCH SỐ 143/2013/TTLT-BTC-BGDĐT NGÀY,O O O O O B-TIT I-TIT I-TIT I-TIT O B-DOCID B-DAT,"[16, 16, 16, 16, 16, 6, 14, 14, 14, 16, 3, 1]"
208,"18/10/2013 CỦA BỘ TÀI CHÍNH VÀ BỘ GIÁO DỤC VÀ ĐÀO TẠO SỬA ĐỔI , BỔ SUNG MỘT",B-DAT O B-DEP I-DEP I-DEP O B-DEP I-DEP I-DEP I-DEP I-DEP I-DEP O O O O O O,"[1, 16, 2, 10, 10, 16, 2, 10, 10, 10, 10, 10, 16, 16, 16, 16, 16, 16]"
